,index,Text,id,model,gltr_0,gltr_1,gltr_2,gltr_3,gltr_Label,gpt_zero_Burtiness,gpt_zero_Label,gpt_zero_Perplexity,roberta_Label,roberta_large_Label,roberta_large_score_0,roberta_large_score_1,roberta_score_Fake,roberta_score_Real
4,25%,,72,72,,,,,,,,,,,,,,
5,50%,,72,72,,,,,,,,,,,,,,
6,75%,,72,72,,,,,,,,,,,,,,
7,max,,72,72,,,,,,,,,,,,,,
0,count,0.0,73,73,,,,,,,,,,,,,,
1,mean,,73,73,,,,,,,,,,,,,,
2,std,,73,73,,,,,,,,,,,,,,
3,min,,73,73,,,,,,,,,,,,,,
4,25%,,73,73,,,,,,,,,,,,,,
5,50%,,73,73,,,,,,,,,,,,,,
6,75%,,73,73,,,,,,,,,,,,,,
7,max,,73,73,,,,,,,,,,,,,,
0,count,0.0,74,74,,,,,,,,,,,,,,
1,mean,,74,74,,,,,,,,,,,,,,
2,std,,74,74,,,,,,,,,,,,,,
3,min,,74,74,,,,,,,,,,,,,,
4,25%,,74,74,,,,,,,,,,,,,,
5,50%,,74,74,,,,,,,,,,,,,,
6,75%,,74,74,,,,,,,,,,,,,,
7,max,,74,74,,,,,,,,,,,,,,
0,count,0.0,75,75,,,,,,,,,,,,,,
1,mean,,75,75,,,,,,,,,,,,,,
2,std,,75,75,,,,,,,,,,,,,,
3,min,,75,75,,,,,,,,,,,,,,
4,25%,,75,75,,,,,,,,,,,,,,
5,50%,,75,75,,,,,,,,,,,,,,
6,75%,,75,75,,,,,,,,,,,,,,
7,max,,75,75,,,,,,,,,,,,,,
0,count,0.0,76,76,,,,,,,,,,,,,,
1,mean,,76,76,,,,,,,,,,,,,,
2,std,,76,76,,,,,,,,,,,,,,
3,min,,76,76,,,,,,,,,,,,,,
4,25%,,76,76,,,,,,,,,,,,,,
5,50%,,76,76,,,,,,,,,,,,,,
6,75%,,76,76,,,,,,,,,,,,,,
7,max,,76,76,,,,,,,,,,,,,,
0,count,0.0,77,77,,,,,,,,,,,,,,
1,mean,,77,77,,,,,,,,,,,,,,
2,std,,77,77,,,,,,,,,,,,,,
3,min,,77,77,,,,,,,,,,,,,,
4,25%,,77,77,,,,,,,,,,,,,,
5,50%,,77,77,,,,,,,,,,,,,,
6,75%,,77,77,,,,,,,,,,,,,,
7,max,,77,77,,,,,,,,,,,,,,
0,count,0.0,78,78,,,,,,,,,,,,,,
1,mean,,78,78,,,,,,,,,,,,,,
2,std,,78,78,,,,,,,,,,,,,,
3,min,,78,78,,,,,,,,,,,,,,
4,25%,,78,78,,,,,,,,,,,,,,
5,50%,,78,78,,,,,,,,,,,,,,
6,75%,,78,78,,,,,,,,,,,,,,
7,max,,78,78,,,,,,,,,,,,,,
0,count,0.0,79,79,,,,,,,,,,,,,,
1,mean,,79,79,,,,,,,,,,,,,,
2,std,,79,79,,,,,,,,,,,,,,
3,min,,79,79,,,,,,,,,,,,,,
4,25%,,79,79,,,,,,,,,,,,,,
5,50%,,79,79,,,,,,,,,,,,,,
6,75%,,79,79,,,,,,,,,,,,,,
7,max,,79,79,,,,,,,,,,,,,,
0,count,0.0,80,80,,,,,,,,,,,,,,
1,mean,,80,80,,,,,,,,,,,,,,
2,std,,80,80,,,,,,,,,,,,,,
3,min,,80,80,,,,,,,,,,,,,,
4,25%,,80,80,,,,,,,,,,,,,,
5,50%,,80,80,,,,,,,,,,,,,,
6,75%,,80,80,,,,,,,,,,,,,,
7,max,,80,80,,,,,,,,,,,,,,
0,count,0.0,81,81,,,,,,,,,,,,,,
1,mean,,81,81,,,,,,,,,,,,,,
2,std,,81,81,,,,,,,,,,,,,,
3,min,,81,81,,,,,,,,,,,,,,
4,25%,,81,81,,,,,,,,,,,,,,
5,50%,,81,81,,,,,,,,,,,,,,
6,75%,,81,81,,,,,,,,,,,,,,
7,max,,81,81,,,,,,,,,,,,,,
0,count,0.0,82,82,,,,,,,,,,,,,,
1,mean,,82,82,,,,,,,,,,,,,,
2,std,,82,82,,,,,,,,,,,,,,
3,min,,82,82,,,,,,,,,,,,,,
4,25%,,82,82,,,,,,,,,,,,,,
5,50%,,82,82,,,,,,,,,,,,,,
6,75%,,82,82,,,,,,,,,,,,,,
7,max,,82,82,,,,,,,,,,,,,,
0,count,0.0,83,83,,,,,,,,,,,,,,
1,mean,,83,83,,,,,,,,,,,,,,
2,std,,83,83,,,,,,,,,,,,,,
3,min,,83,83,,,,,,,,,,,,,,
4,25%,,83,83,,,,,,,,,,,,,,
5,50%,,83,83,,,,,,,,,,,,,,
6,75%,,83,83,,,,,,,,,,,,,,
7,max,,83,83,,,,,,,,,,,,,,
0,count,0.0,84,84,,,,,,,,,,,,,,
1,mean,,84,84,,,,,,,,,,,,,,
2,std,,84,84,,,,,,,,,,,,,,
3,min,,84,84,,,,,,,,,,,,,,
4,25%,,84,84,,,,,,,,,,,,,,
5,50%,,84,84,,,,,,,,,,,,,,
6,75%,,84,84,,,,,,,,,,,,,,
7,max,,84,84,,,,,,,,,,,,,,
0,count,0.0,85,85,,,,,,,,,,,,,,
1,mean,,85,85,,,,,,,,,,,,,,
2,std,,85,85,,,,,,,,,,,,,,
3,min,,85,85,,,,,,,,,,,,,,
4,25%,,85,85,,,,,,,,,,,,,,
5,50%,,85,85,,,,,,,,,,,,,,
6,75%,,85,85,,,,,,,,,,,,,,
7,max,,85,85,,,,,,,,,,,,,,
0,count,0.0,86,86,,,,,,,,,,,,,,
1,mean,,86,86,,,,,,,,,,,,,,
2,std,,86,86,,,,,,,,,,,,,,
3,min,,86,86,,,,,,,,,,,,,,
4,25%,,86,86,,,,,,,,,,,,,,
5,50%,,86,86,,,,,,,,,,,,,,
6,75%,,86,86,,,,,,,,,,,,,,
7,max,,86,86,,,,,,,,,,,,,,
0,count,0.0,87,87,,,,,,,,,,,,,,
1,mean,,87,87,,,,,,,,,,,,,,
2,std,,87,87,,,,,,,,,,,,,,
3,min,,87,87,,,,,,,,,,,,,,
4,25%,,87,87,,,,,,,,,,,,,,
5,50%,,87,87,,,,,,,,,,,,,,
6,75%,,87,87,,,,,,,,,,,,,,
7,max,,87,87,,,,,,,,,,,,,,
0,count,0.0,88,88,,,,,,,,,,,,,,
1,mean,,88,88,,,,,,,,,,,,,,
2,std,,88,88,,,,,,,,,,,,,,
3,min,,88,88,,,,,,,,,,,,,,
4,25%,,88,88,,,,,,,,,,,,,,
5,50%,,88,88,,,,,,,,,,,,,,
6,75%,,88,88,,,,,,,,,,,,,,
7,max,,88,88,,,,,,,,,,,,,,
0,count,0.0,89,89,,,,,,,,,,,,,,
1,mean,,89,89,,,,,,,,,,,,,,
2,std,,89,89,,,,,,,,,,,,,,
3,min,,89,89,,,,,,,,,,,,,,
4,25%,,89,89,,,,,,,,,,,,,,
5,50%,,89,89,,,,,,,,,,,,,,
6,75%,,89,89,,,,,,,,,,,,,,
7,max,,89,89,,,,,,,,,,,,,,
0,count,0.0,90,90,,,,,,,,,,,,,,
1,mean,,90,90,,,,,,,,,,,,,,
2,std,,90,90,,,,,,,,,,,,,,
3,min,,90,90,,,,,,,,,,,,,,
4,25%,,90,90,,,,,,,,,,,,,,
5,50%,,90,90,,,,,,,,,,,,,,
6,75%,,90,90,,,,,,,,,,,,,,
7,max,,90,90,,,,,,,,,,,,,,
0,count,0.0,91,91,,,,,,,,,,,,,,
1,mean,,91,91,,,,,,,,,,,,,,
2,std,,91,91,,,,,,,,,,,,,,
3,min,,91,91,,,,,,,,,,,,,,
4,25%,,91,91,,,,,,,,,,,,,,
5,50%,,91,91,,,,,,,,,,,,,,
6,75%,,91,91,,,,,,,,,,,,,,
7,max,,91,91,,,,,,,,,,,,,,
0,count,0.0,92,92,,,,,,,,,,,,,,
1,mean,,92,92,,,,,,,,,,,,,,
2,std,,92,92,,,,,,,,,,,,,,
3,min,,92,92,,,,,,,,,,,,,,
4,25%,,92,92,,,,,,,,,,,,,,
5,50%,,92,92,,,,,,,,,,,,,,
6,75%,,92,92,,,,,,,,,,,,,,
7,max,,92,92,,,,,,,,,,,,,,
0,count,0.0,93,93,,,,,,,,,,,,,,
1,mean,,93,93,,,,,,,,,,,,,,
2,std,,93,93,,,,,,,,,,,,,,
3,min,,93,93,,,,,,,,,,,,,,
4,25%,,93,93,,,,,,,,,,,,,,
5,50%,,93,93,,,,,,,,,,,,,,
6,75%,,93,93,,,,,,,,,,,,,,
7,max,,93,93,,,,,,,,,,,,,,
0,count,0.0,94,94,,,,,,,,,,,,,,
1,mean,,94,94,,,,,,,,,,,,,,
2,std,,94,94,,,,,,,,,,,,,,
3,min,,94,94,,,,,,,,,,,,,,
4,25%,,94,94,,,,,,,,,,,,,,
5,50%,,94,94,,,,,,,,,,,,,,
6,75%,,94,94,,,,,,,,,,,,,,
7,max,,94,94,,,,,,,,,,,,,,
0,count,0.0,95,95,,,,,,,,,,,,,,
1,mean,,95,95,,,,,,,,,,,,,,
2,std,,95,95,,,,,,,,,,,,,,
3,min,,95,95,,,,,,,,,,,,,,
4,25%,,95,95,,,,,,,,,,,,,,
5,50%,,95,95,,,,,,,,,,,,,,
6,75%,,95,95,,,,,,,,,,,,,,
7,max,,95,95,,,,,,,,,,,,,,
0,count,0.0,96,96,,,,,,,,,,,,,,
1,mean,,96,96,,,,,,,,,,,,,,
2,std,,96,96,,,,,,,,,,,,,,
3,min,,96,96,,,,,,,,,,,,,,
4,25%,,96,96,,,,,,,,,,,,,,
5,50%,,96,96,,,,,,,,,,,,,,
6,75%,,96,96,,,,,,,,,,,,,,
7,max,,96,96,,,,,,,,,,,,,,
0,count,0.0,97,97,,,,,,,,,,,,,,
1,mean,,97,97,,,,,,,,,,,,,,
2,std,,97,97,,,,,,,,,,,,,,
3,min,,97,97,,,,,,,,,,,,,,
4,25%,,97,97,,,,,,,,,,,,,,
5,50%,,97,97,,,,,,,,,,,,,,
6,75%,,97,97,,,,,,,,,,,,,,
7,max,,97,97,,,,,,,,,,,,,,
0,count,0.0,98,98,,,,,,,,,,,,,,
1,mean,,98,98,,,,,,,,,,,,,,
2,std,,98,98,,,,,,,,,,,,,,
3,min,,98,98,,,,,,,,,,,,,,
4,25%,,98,98,,,,,,,,,,,,,,
5,50%,,98,98,,,,,,,,,,,,,,
6,75%,,98,98,,,,,,,,,,,,,,
7,max,,98,98,,,,,,,,,,,,,,
0,count,0.0,99,99,,,,,,,,,,,,,,
1,mean,,99,99,,,,,,,,,,,,,,
2,std,,99,99,,,,,,,,,,,,,,
3,min,,99,99,,,,,,,,,,,,,,
4,25%,,99,99,,,,,,,,,,,,,,
5,50%,,99,99,,,,,,,,,,,,,,
6,75%,,99,99,,,,,,,,,,,,,,
7,max,,99,99,,,,,,,,,,,,,,
0,count,0.0,100,100,,,,,,,,,,,,,,
1,mean,,100,100,,,,,,,,,,,,,,
2,std,,100,100,,,,,,,,,,,,,,
3,min,,100,100,,,,,,,,,,,,,,
4,25%,,100,100,,,,,,,,,,,,,,
5,50%,,100,100,,,,,,,,,,,,,,
6,75%,,100,100,,,,,,,,,,,,,,
7,max,,100,100,,,,,,,,,,,,,,
0,count,0.0,101,101,,,,,,,,,,,,,,
1,mean,,101,101,,,,,,,,,,,,,,
2,std,,101,101,,,,,,,,,,,,,,
3,min,,101,101,,,,,,,,,,,,,,
4,25%,,101,101,,,,,,,,,,,,,,
5,50%,,101,101,,,,,,,,,,,,,,
6,75%,,101,101,,,,,,,,,,,,,,
7,max,,101,101,,,,,,,,,,,,,,
0,count,0.0,102,102,,,,,,,,,,,,,,
1,mean,,102,102,,,,,,,,,,,,,,
2,std,,102,102,,,,,,,,,,,,,,
3,min,,102,102,,,,,,,,,,,,,,
4,25%,,102,102,,,,,,,,,,,,,,
5,50%,,102,102,,,,,,,,,,,,,,
6,75%,,102,102,,,,,,,,,,,,,,
7,max,,102,102,,,,,,,,,,,,,,
0,count,0.0,103,103,,,,,,,,,,,,,,
1,mean,,103,103,,,,,,,,,,,,,,
2,std,,103,103,,,,,,,,,,,,,,
3,min,,103,103,,,,,,,,,,,,,,
4,25%,,103,103,,,,,,,,,,,,,,
5,50%,,103,103,,,,,,,,,,,,,,
6,75%,,103,103,,,,,,,,,,,,,,
7,max,,103,103,,,,,,,,,,,,,,
0,count,0.0,104,104,,,,,,,,,,,,,,
1,mean,,104,104,,,,,,,,,,,,,,
2,std,,104,104,,,,,,,,,,,,,,
3,min,,104,104,,,,,,,,,,,,,,
4,25%,,104,104,,,,,,,,,,,,,,
5,50%,,104,104,,,,,,,,,,,,,,
6,75%,,104,104,,,,,,,,,,,,,,
7,max,,104,104,,,,,,,,,,,,,,
0,count,0.0,105,105,,,,,,,,,,,,,,
1,mean,,105,105,,,,,,,,,,,,,,
2,std,,105,105,,,,,,,,,,,,,,
3,min,,105,105,,,,,,,,,,,,,,
4,25%,,105,105,,,,,,,,,,,,,,
5,50%,,105,105,,,,,,,,,,,,,,
6,75%,,105,105,,,,,,,,,,,,,,
7,max,,105,105,,,,,,,,,,,,,,
0,count,0.0,106,106,,,,,,,,,,,,,,
1,mean,,106,106,,,,,,,,,,,,,,
2,std,,106,106,,,,,,,,,,,,,,
3,min,,106,106,,,,,,,,,,,,,,
4,25%,,106,106,,,,,,,,,,,,,,
5,50%,,106,106,,,,,,,,,,,,,,
6,75%,,106,106,,,,,,,,,,,,,,
7,max,,106,106,,,,,,,,,,,,,,
0,count,0.0,107,107,,,,,,,,,,,,,,
1,mean,,107,107,,,,,,,,,,,,,,
2,std,,107,107,,,,,,,,,,,,,,
3,min,,107,107,,,,,,,,,,,,,,
4,25%,,107,107,,,,,,,,,,,,,,
5,50%,,107,107,,,,,,,,,,,,,,
6,75%,,107,107,,,,,,,,,,,,,,
7,max,,107,107,,,,,,,,,,,,,,
0,count,0.0,108,108,,,,,,,,,,,,,,
1,mean,,108,108,,,,,,,,,,,,,,
2,std,,108,108,,,,,,,,,,,,,,
3,min,,108,108,,,,,,,,,,,,,,
4,25%,,108,108,,,,,,,,,,,,,,
5,50%,,108,108,,,,,,,,,,,,,,
6,75%,,108,108,,,,,,,,,,,,,,
7,max,,108,108,,,,,,,,,,,,,,
0,count,0.0,109,109,,,,,,,,,,,,,,
1,mean,,109,109,,,,,,,,,,,,,,
2,std,,109,109,,,,,,,,,,,,,,
3,min,,109,109,,,,,,,,,,,,,,
4,25%,,109,109,,,,,,,,,,,,,,
5,50%,,109,109,,,,,,,,,,,,,,
6,75%,,109,109,,,,,,,,,,,,,,
7,max,,109,109,,,,,,,,,,,,,,
0,count,0.0,110,110,,,,,,,,,,,,,,
1,mean,,110,110,,,,,,,,,,,,,,
2,std,,110,110,,,,,,,,,,,,,,
3,min,,110,110,,,,,,,,,,,,,,
4,25%,,110,110,,,,,,,,,,,,,,
5,50%,,110,110,,,,,,,,,,,,,,
6,75%,,110,110,,,,,,,,,,,,,,
7,max,,110,110,,,,,,,,,,,,,,
0,count,0.0,111,111,,,,,,,,,,,,,,
1,mean,,111,111,,,,,,,,,,,,,,
2,std,,111,111,,,,,,,,,,,,,,
3,min,,111,111,,,,,,,,,,,,,,
4,25%,,111,111,,,,,,,,,,,,,,
5,50%,,111,111,,,,,,,,,,,,,,
6,75%,,111,111,,,,,,,,,,,,,,
7,max,,111,111,,,,,,,,,,,,,,
0,count,0.0,112,112,,,,,,,,,,,,,,
1,mean,,112,112,,,,,,,,,,,,,,
2,std,,112,112,,,,,,,,,,,,,,
3,min,,112,112,,,,,,,,,,,,,,
4,25%,,112,112,,,,,,,,,,,,,,
5,50%,,112,112,,,,,,,,,,,,,,
6,75%,,112,112,,,,,,,,,,,,,,
7,max,,112,112,,,,,,,,,,,,,,
0,count,0.0,113,113,,,,,,,,,,,,,,
1,mean,,113,113,,,,,,,,,,,,,,
2,std,,113,113,,,,,,,,,,,,,,
3,min,,113,113,,,,,,,,,,,,,,
4,25%,,113,113,,,,,,,,,,,,,,
5,50%,,113,113,,,,,,,,,,,,,,
6,75%,,113,113,,,,,,,,,,,,,,
7,max,,113,113,,,,,,,,,,,,,,
0,count,0.0,114,114,,,,,,,,,,,,,,
1,mean,,114,114,,,,,,,,,,,,,,
2,std,,114,114,,,,,,,,,,,,,,
3,min,,114,114,,,,,,,,,,,,,,
4,25%,,114,114,,,,,,,,,,,,,,
5,50%,,114,114,,,,,,,,,,,,,,
6,75%,,114,114,,,,,,,,,,,,,,
7,max,,114,114,,,,,,,,,,,,,,
0,count,0.0,115,115,,,,,,,,,,,,,,
1,mean,,115,115,,,,,,,,,,,,,,
2,std,,115,115,,,,,,,,,,,,,,
3,min,,115,115,,,,,,,,,,,,,,
4,25%,,115,115,,,,,,,,,,,,,,
5,50%,,115,115,,,,,,,,,,,,,,
6,75%,,115,115,,,,,,,,,,,,,,
7,max,,115,115,,,,,,,,,,,,,,
0,count,0.0,116,116,,,,,,,,,,,,,,
1,mean,,116,116,,,,,,,,,,,,,,
2,std,,116,116,,,,,,,,,,,,,,
3,min,,116,116,,,,,,,,,,,,,,
4,25%,,116,116,,,,,,,,,,,,,,
5,50%,,116,116,,,,,,,,,,,,,,
6,75%,,116,116,,,,,,,,,,,,,,
7,max,,116,116,,,,,,,,,,,,,,
0,count,,117,117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,mean,,117,117,0.6243093922651933,0.24033149171270718,0.11602209944751381,0.019337016574585635,0.0,257.0,0.0,37.0,0.0,0.0,0.9985471367835999,0.0014527852181345224,0.000359139172360301,0.9996408224105835
2,std,,117,117,,,,,,,,,,,,,,
3,min,,117,117,0.6243093922651933,0.24033149171270718,0.11602209944751381,0.019337016574585635,0.0,257.0,0.0,37.0,0.0,0.0,0.9985471367835999,0.0014527852181345224,0.000359139172360301,0.9996408224105835
4,25%,,117,117,0.6243093922651933,0.24033149171270718,0.11602209944751381,0.019337016574585635,0.0,257.0,0.0,37.0,0.0,0.0,0.9985471367835999,0.0014527852181345224,0.000359139172360301,0.9996408224105835
5,50%,,117,117,0.6243093922651933,0.24033149171270718,0.11602209944751381,0.019337016574585635,0.0,257.0,0.0,37.0,0.0,0.0,0.9985471367835999,0.0014527852181345224,0.000359139172360301,0.9996408224105835
6,75%,,117,117,0.6243093922651933,0.24033149171270718,0.11602209944751381,0.019337016574585635,0.0,257.0,0.0,37.0,0.0,0.0,0.9985471367835999,0.0014527852181345224,0.000359139172360301,0.9996408224105835
7,max,,117,117,0.6243093922651933,0.24033149171270718,0.11602209944751381,0.019337016574585635,0.0,257.0,0.0,37.0,0.0,0.0,0.9985471367835999,0.0014527852181345224,0.000359139172360301,0.9996408224105835
0,count,0.0,118,118,,,,,,,,,,,,,,
1,mean,,118,118,,,,,,,,,,,,,,
2,std,,118,118,,,,,,,,,,,,,,
3,min,,118,118,,,,,,,,,,,,,,
4,25%,,118,118,,,,,,,,,,,,,,
5,50%,,118,118,,,,,,,,,,,,,,
6,75%,,118,118,,,,,,,,,,,,,,
7,max,,118,118,,,,,,,,,,,,,,
0,count,0.0,119,119,,,,,,,,,,,,,,
1,mean,,119,119,,,,,,,,,,,,,,
2,std,,119,119,,,,,,,,,,,,,,
3,min,,119,119,,,,,,,,,,,,,,
4,25%,,119,119,,,,,,,,,,,,,,
5,50%,,119,119,,,,,,,,,,,,,,
6,75%,,119,119,,,,,,,,,,,,,,
7,max,,119,119,,,,,,,,,,,,,,
0,count,0.0,120,120,,,,,,,,,,,,,,
1,mean,,120,120,,,,,,,,,,,,,,
2,std,,120,120,,,,,,,,,,,,,,
3,min,,120,120,,,,,,,,,,,,,,
4,25%,,120,120,,,,,,,,,,,,,,
5,50%,,120,120,,,,,,,,,,,,,,
6,75%,,120,120,,,,,,,,,,,,,,
7,max,,120,120,,,,,,,,,,,,,,
0,count,0.0,121,121,,,,,,,,,,,,,,
1,mean,,121,121,,,,,,,,,,,,,,
2,std,,121,121,,,,,,,,,,,,,,
3,min,,121,121,,,,,,,,,,,,,,
4,25%,,121,121,,,,,,,,,,,,,,
5,50%,,121,121,,,,,,,,,,,,,,
6,75%,,121,121,,,,,,,,,,,,,,
7,max,,121,121,,,,,,,,,,,,,,
0,count,0.0,122,122,,,,,,,,,,,,,,
1,mean,,122,122,,,,,,,,,,,,,,
2,std,,122,122,,,,,,,,,,,,,,
3,min,,122,122,,,,,,,,,,,,,,
4,25%,,122,122,,,,,,,,,,,,,,
5,50%,,122,122,,,,,,,,,,,,,,
6,75%,,122,122,,,,,,,,,,,,,,
7,max,,122,122,,,,,,,,,,,,,,
0,count,0.0,123,123,,,,,,,,,,,,,,
1,mean,,123,123,,,,,,,,,,,,,,
2,std,,123,123,,,,,,,,,,,,,,
3,min,,123,123,,,,,,,,,,,,,,
4,25%,,123,123,,,,,,,,,,,,,,
5,50%,,123,123,,,,,,,,,,,,,,
6,75%,,123,123,,,,,,,,,,,,,,
7,max,,123,123,,,,,,,,,,,,,,
0,count,0.0,124,124,,,,,,,,,,,,,,
1,mean,,124,124,,,,,,,,,,,,,,
2,std,,124,124,,,,,,,,,,,,,,
3,min,,124,124,,,,,,,,,,,,,,
4,25%,,124,124,,,,,,,,,,,,,,
5,50%,,124,124,,,,,,,,,,,,,,
6,75%,,124,124,,,,,,,,,,,,,,
7,max,,124,124,,,,,,,,,,,,,,
0,count,0.0,125,125,,,,,,,,,,,,,,
1,mean,,125,125,,,,,,,,,,,,,,
2,std,,125,125,,,,,,,,,,,,,,
3,min,,125,125,,,,,,,,,,,,,,
4,25%,,125,125,,,,,,,,,,,,,,
5,50%,,125,125,,,,,,,,,,,,,,
6,75%,,125,125,,,,,,,,,,,,,,
7,max,,125,125,,,,,,,,,,,,,,
0,count,0.0,126,126,,,,,,,,,,,,,,
1,mean,,126,126,,,,,,,,,,,,,,
2,std,,126,126,,,,,,,,,,,,,,
3,min,,126,126,,,,,,,,,,,,,,
4,25%,,126,126,,,,,,,,,,,,,,
5,50%,,126,126,,,,,,,,,,,,,,
6,75%,,126,126,,,,,,,,,,,,,,
7,max,,126,126,,,,,,,,,,,,,,
0,count,0.0,127,127,,,,,,,,,,,,,,
1,mean,,127,127,,,,,,,,,,,,,,
2,std,,127,127,,,,,,,,,,,,,,
3,min,,127,127,,,,,,,,,,,,,,
4,25%,,127,127,,,,,,,,,,,,,,
5,50%,,127,127,,,,,,,,,,,,,,
6,75%,,127,127,,,,,,,,,,,,,,
7,max,,127,127,,,,,,,,,,,,,,
0,count,0.0,128,128,,,,,,,,,,,,,,
1,mean,,128,128,,,,,,,,,,,,,,
2,std,,128,128,,,,,,,,,,,,,,
3,min,,128,128,,,,,,,,,,,,,,
4,25%,,128,128,,,,,,,,,,,,,,
5,50%,,128,128,,,,,,,,,,,,,,
6,75%,,128,128,,,,,,,,,,,,,,
7,max,,128,128,,,,,,,,,,,,,,
0,count,,129,129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,mean,,129,129,0.6197530864197531,0.20246913580246914,0.13333333333333333,0.044444444444444446,0.0,1004.0,0.0,49.0,0.0,0.0,0.9942392110824585,0.005760740488767624,0.0001833471906138584,0.9998167157173157
2,std,,129,129,,,,,,,,,,,,,,
3,min,,129,129,0.6197530864197531,0.20246913580246914,0.13333333333333333,0.044444444444444446,0.0,1004.0,0.0,49.0,0.0,0.0,0.9942392110824585,0.005760740488767624,0.0001833471906138584,0.9998167157173157
4,25%,,129,129,0.6197530864197531,0.20246913580246914,0.13333333333333333,0.044444444444444446,0.0,1004.0,0.0,49.0,0.0,0.0,0.9942392110824585,0.005760740488767624,0.0001833471906138584,0.9998167157173157
5,50%,,129,129,0.6197530864197531,0.20246913580246914,0.13333333333333333,0.044444444444444446,0.0,1004.0,0.0,49.0,0.0,0.0,0.9942392110824585,0.005760740488767624,0.0001833471906138584,0.9998167157173157
6,75%,,129,129,0.6197530864197531,0.20246913580246914,0.13333333333333333,0.044444444444444446,0.0,1004.0,0.0,49.0,0.0,0.0,0.9942392110824585,0.005760740488767624,0.0001833471906138584,0.9998167157173157
7,max,,129,129,0.6197530864197531,0.20246913580246914,0.13333333333333333,0.044444444444444446,0.0,1004.0,0.0,49.0,0.0,0.0,0.9942392110824585,0.005760740488767624,0.0001833471906138584,0.9998167157173157
0,count,,130,130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,mean,,130,130,0.7172236503856041,0.15424164524421594,0.08483290488431877,0.043701799485861184,1.0,116.0,1.0,26.0,0.0,0.0,0.9740410447120667,0.02595899999141693,0.06130797043442726,0.938692033290863
2,std,,130,130,,,,,,,,,,,,,,
3,min,,130,130,0.7172236503856041,0.15424164524421594,0.08483290488431877,0.043701799485861184,1.0,116.0,1.0,26.0,0.0,0.0,0.9740410447120667,0.02595899999141693,0.06130797043442726,0.938692033290863
4,25%,,130,130,0.7172236503856041,0.15424164524421594,0.08483290488431877,0.043701799485861184,1.0,116.0,1.0,26.0,0.0,0.0,0.9740410447120667,0.02595899999141693,0.06130797043442726,0.938692033290863
5,50%,,130,130,0.7172236503856041,0.15424164524421594,0.08483290488431877,0.043701799485861184,1.0,116.0,1.0,26.0,0.0,0.0,0.9740410447120667,0.02595899999141693,0.06130797043442726,0.938692033290863
6,75%,,130,130,0.7172236503856041,0.15424164524421594,0.08483290488431877,0.043701799485861184,1.0,116.0,1.0,26.0,0.0,0.0,0.9740410447120667,0.02595899999141693,0.06130797043442726,0.938692033290863
7,max,,130,130,0.7172236503856041,0.15424164524421594,0.08483290488431877,0.043701799485861184,1.0,116.0,1.0,26.0,0.0,0.0,0.9740410447120667,0.02595899999141693,0.06130797043442726,0.938692033290863
0,count,0.0,131,131,,,,,,,,,,,,,,
1,mean,,131,131,,,,,,,,,,,,,,
2,std,,131,131,,,,,,,,,,,,,,
3,min,,131,131,,,,,,,,,,,,,,
4,25%,,131,131,,,,,,,,,,,,,,
5,50%,,131,131,,,,,,,,,,,,,,
6,75%,,131,131,,,,,,,,,,,,,,
7,max,,131,131,,,,,,,,,,,,,,
0,count,0.0,132,132,,,,,,,,,,,,,,
1,mean,,132,132,,,,,,,,,,,,,,
2,std,,132,132,,,,,,,,,,,,,,
3,min,,132,132,,,,,,,,,,,,,,
4,25%,,132,132,,,,,,,,,,,,,,
5,50%,,132,132,,,,,,,,,,,,,,
6,75%,,132,132,,,,,,,,,,,,,,
7,max,,132,132,,,,,,,,,,,,,,
0,count,0.0,133,133,,,,,,,,,,,,,,
1,mean,,133,133,,,,,,,,,,,,,,
2,std,,133,133,,,,,,,,,,,,,,
3,min,,133,133,,,,,,,,,,,,,,
4,25%,,133,133,,,,,,,,,,,,,,
5,50%,,133,133,,,,,,,,,,,,,,
6,75%,,133,133,,,,,,,,,,,,,,
7,max,,133,133,,,,,,,,,,,,,,
0,count,0.0,134,134,,,,,,,,,,,,,,
1,mean,,134,134,,,,,,,,,,,,,,
2,std,,134,134,,,,,,,,,,,,,,
3,min,,134,134,,,,,,,,,,,,,,
4,25%,,134,134,,,,,,,,,,,,,,
5,50%,,134,134,,,,,,,,,,,,,,
6,75%,,134,134,,,,,,,,,,,,,,
7,max,,134,134,,,,,,,,,,,,,,
0,count,0.0,135,135,,,,,,,,,,,,,,
1,mean,,135,135,,,,,,,,,,,,,,
2,std,,135,135,,,,,,,,,,,,,,
3,min,,135,135,,,,,,,,,,,,,,
4,25%,,135,135,,,,,,,,,,,,,,
5,50%,,135,135,,,,,,,,,,,,,,
6,75%,,135,135,,,,,,,,,,,,,,
7,max,,135,135,,,,,,,,,,,,,,
0,count,0.0,136,136,,,,,,,,,,,,,,
1,mean,,136,136,,,,,,,,,,,,,,
2,std,,136,136,,,,,,,,,,,,,,
3,min,,136,136,,,,,,,,,,,,,,
4,25%,,136,136,,,,,,,,,,,,,,
